"state","year","atopally","defense","offense","neutral","nonagg","consul","number","transyr","atopid1","atopid2","atopid3","atopid4","atopid5","atopid6","atopid7","atopid8","atopid9","atopid10","atopid11","atopid12","atopid13","atopid14","atopid15","atopid16","atopid17","atopid18","atopid19","atopid20","atopid21","atopid22","atopid23","atopid24","atopid25","atopid26","atopid27","atopid28","atopid29","atopid30","atopid31","atopid32","atopid33","atopid34","atopid35","atopid36","atopid37","atopid38","atopid39","atopid40","atopid41","atopid42","version"
212,1995,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,1996,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,1997,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,1998,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,1999,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,2000,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,2001,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,2002,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
212,2003,1,1,0,0,1,1,4,0,3130,3180,3740,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1815,1,1,0,0,0,1,1,1,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1827,1,0,0,0,0,1,1,1,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1828,1,0,0,0,0,1,1,0,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1829,1,0,0,0,0,1,1,1,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1832,1,1,1,0,0,0,2,1,1055,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1833,1,1,1,0,0,0,2,1,1055,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1834,1,0,0,0,0,1,1,1,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1835,1,0,0,0,0,1,1,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1836,1,0,0,0,0,1,1,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1837,1,0,0,0,0,1,1,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1838,1,0,0,0,0,1,1,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1839,1,0,0,0,0,1,1,1,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1847,1,1,0,0,0,0,1,1,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1854,1,1,1,0,0,1,4,1,1160,1165,1180,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1855,1,1,1,0,0,1,5,1,1160,1165,1180,1185,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1856,1,1,1,0,0,1,6,1,1160,1165,1180,1185,1190,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1857,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1858,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1859,1,1,1,0,0,1,3,1,1195,1210,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1860,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1861,1,0,1,0,0,1,2,1,1195,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1862,1,0,1,0,0,1,2,1,1195,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1863,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1864,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1865,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1866,1,0,1,1,0,1,2,1,1195,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1867,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1868,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1869,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1870,1,0,1,0,0,1,2,1,1195,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1871,1,0,1,0,0,1,2,0,1195,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1872,1,0,1,0,0,1,2,1,1195,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1873,1,0,1,0,0,1,1,0,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1874,1,1,1,0,0,1,2,1,1195,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1875,1,1,1,0,0,1,2,0,1195,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1876,1,1,1,0,0,1,2,0,1195,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1877,1,1,1,0,0,1,2,1,1195,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1878,1,1,0,0,0,0,1,0,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1879,1,1,0,0,0,0,1,0,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1880,1,1,0,0,0,0,1,0,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1881,1,1,0,0,0,0,1,0,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1882,1,1,0,0,0,0,1,0,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1883,1,1,0,0,0,0,1,1,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1891,1,0,0,0,0,1,1,1,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1892,1,0,0,0,0,1,1,0,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1893,1,1,0,0,0,1,2,1,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1894,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1895,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1896,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1897,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1898,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1899,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1900,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1901,1,1,0,0,0,1,2,0,1380,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1902,1,1,0,1,0,1,3,1,1380,1385,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1903,1,1,0,1,0,1,3,0,1380,1385,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1904,1,1,0,1,0,1,4,1,1380,1385,1420,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1905,1,1,0,1,0,1,4,0,1380,1385,1420,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1906,1,1,0,1,0,1,4,0,1380,1385,1420,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1907,1,1,0,1,0,1,5,1,1380,1385,1420,1430,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1908,1,1,0,1,0,1,4,0,1380,1385,1420,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1909,1,1,0,1,0,1,4,0,1380,1385,1420,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1910,1,1,0,1,0,1,4,0,1380,1385,1420,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1911,1,1,0,1,0,1,4,0,1380,1385,1420,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1912,1,1,0,1,0,1,5,1,1380,1385,1420,1445,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1913,1,1,0,1,0,1,5,0,1380,1385,1420,1445,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1914,1,1,0,1,0,1,6,1,1380,1385,1420,1445,1485,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1915,1,1,1,1,0,1,7,1,1380,1385,1420,1445,1485,2015,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1916,1,1,1,1,0,1,7,1,1380,1385,1420,1485,2015,2025,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1917,1,1,1,1,0,1,7,1,1380,1385,1420,1485,2015,2025,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1918,1,1,1,1,0,1,5,1,1420,1485,2015,2025,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1920,1,1,0,0,0,0,1,1,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1921,1,1,0,0,0,1,3,1,2055,2060,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1922,1,1,0,0,0,1,3,0,2055,2060,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1923,1,1,0,0,0,1,3,0,2055,2060,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1924,1,1,0,0,0,1,4,1,2055,2060,2095,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1925,1,1,0,0,1,1,7,1,2055,2060,2095,2120,2130,2135,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1926,1,1,0,0,1,1,8,1,2055,2060,2095,2120,2130,2135,2140,2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1927,1,1,0,0,1,1,9,1,2055,2060,2095,2120,2130,2135,2140,2160,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1928,1,1,0,0,1,1,9,0,2055,2060,2095,2120,2130,2135,2140,2160,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1929,1,1,0,0,1,1,9,0,2055,2060,2095,2120,2130,2135,2140,2160,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1930,1,1,0,1,1,1,10,1,2055,2060,2095,2120,2130,2135,2140,2160,2200,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1931,1,1,0,1,1,1,10,1,2055,2060,2095,2120,2130,2135,2140,2160,2200,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1932,1,1,0,1,1,1,10,1,2055,2060,2120,2130,2135,2140,2160,2200,2260,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1933,1,1,0,1,1,1,10,0,2055,2060,2120,2130,2135,2140,2160,2200,2260,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1934,1,1,0,1,1,1,10,0,2055,2060,2120,2130,2135,2140,2160,2200,2260,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1935,1,1,0,1,1,1,13,1,2055,2060,2120,2130,2135,2140,2160,2200,2260,2300,2350,2355,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1936,1,1,0,1,1,1,11,1,2055,2060,2120,2130,2135,2140,2160,2200,2260,2300,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1937,1,1,0,1,1,1,11,1,2060,2120,2130,2135,2140,2160,2200,2260,2300,2360,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1938,1,1,0,1,1,1,11,1,2060,2120,2135,2140,2160,2200,2260,2300,2360,2420,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1939,1,1,1,1,1,1,11,1,2060,2135,2160,2200,2260,2300,2360,2420,2430,2465,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1940,1,1,1,1,1,1,4,1,2160,2200,2260,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1944,1,1,1,0,0,1,2,1,2550,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1945,1,1,1,0,0,1,2,1,2550,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1946,1,1,1,0,0,1,1,0,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1947,1,1,1,0,0,1,2,1,2575,3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1948,1,1,1,0,0,1,3,1,2575,3055,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1949,1,1,1,0,1,1,4,1,2575,3055,3130,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1950,1,1,1,0,1,1,4,0,2575,3055,3130,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1951,1,1,1,0,1,1,4,1,2575,3055,3130,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1952,1,1,1,0,1,1,4,0,2575,3055,3130,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1953,1,1,1,0,1,1,5,1,2575,3055,3130,3180,3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1954,1,1,1,0,1,1,6,1,2575,3055,3130,3180,3245,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1955,1,1,1,0,1,1,5,1,2575,3130,3180,3260,3295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1956,1,1,1,0,1,1,6,1,3130,3180,3260,3295,3315,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1957,1,1,0,0,1,1,5,0,3130,3180,3260,3295,3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1958,1,1,0,0,1,1,5,0,3130,3180,3260,3295,3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1959,1,1,0,0,1,1,5,0,3130,3180,3260,3295,3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1960,1,1,0,0,1,1,9,1,3130,3180,3260,3295,3315,3385,3390,3395,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1961,1,1,0,0,1,1,9,1,3130,3180,3260,3295,3315,3390,3395,3410,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1962,1,1,0,0,1,1,10,1,3130,3180,3260,3295,3315,3390,3395,3410,3435,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1963,1,1,0,0,1,1,12,1,3130,3180,3260,3295,3315,3390,3395,3410,3435,3460,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1964,1,1,0,0,1,1,12,1,3130,3180,3260,3295,3315,3390,3395,3410,3435,3460,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1965,1,1,0,0,1,1,11,0,3130,3180,3260,3295,3315,3390,3395,3410,3435,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1966,1,1,0,0,1,1,11,1,3130,3180,3260,3295,3315,3390,3395,3410,3435,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1967,1,1,0,0,1,1,10,0,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1968,1,1,0,0,1,1,10,0,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1969,1,1,0,0,1,1,10,0,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1970,1,1,0,0,1,1,11,1,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1971,1,1,0,0,1,1,11,0,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1972,1,1,0,0,1,1,11,1,3130,3180,3260,3295,3390,3395,3410,3435,3470,3475,3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1973,1,1,0,0,1,1,10,1,3130,3180,3260,3295,3390,3395,3410,3470,3475,3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1974,1,1,0,0,1,1,10,1,3130,3180,3260,3295,3395,3410,3470,3475,3642,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1975,1,1,0,0,1,1,10,1,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1976,1,1,0,0,1,1,10,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1977,1,1,0,0,1,1,11,1,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1978,1,1,0,0,1,1,12,1,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1979,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1980,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1981,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1982,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1983,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1984,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1985,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1986,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1987,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1988,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1989,1,1,0,0,1,1,12,0,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1990,1,1,0,0,1,1,13,1,3130,3180,3295,3395,3410,3470,3475,3642,3730,3740,3790,3830,4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1991,1,1,0,0,1,1,16,1,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4005,4025,4060,4070,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,3
220,1992,1,1,0,0,1,1,22,1,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4005,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,,,,,,,,,,,,,,,,,,,,,3
220,1993,1,1,0,0,1,1,28,1,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,,,,,,,,,,,,,,,3
220,1994,1,1,0,0,1,1,32,1,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,1995,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,1996,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,1997,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,1998,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,1999,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,2000,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,2001,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,2002,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
220,2003,1,1,0,0,1,1,32,0,3130,3180,3295,3395,3410,3470,3475,3730,3740,3790,3830,4025,4060,4070,4105,4170,4175,4180,4215,4260,4330,4410,4420,4440,4445,4475,4525,4535,4540,4580,4595,4660,,,,,,,,,,,3
221,1975,1,0,0,0,1,0,1,1,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1976,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1977,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1978,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1979,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1980,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1981,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1982,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1983,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1984,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1985,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1986,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1987,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
221,1988,1,0,0,0,1,0,1,0,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
