dispnum3	incidnum3	version	ccode	c_ccode	change
4536	4536012	2.1	645	NA	Start Day changed to 16. End Day changed to 16.
4536	4536013	2.1	630	NA	Drop incident. A news story providing evidence for this incident could not be found.
4536	4536013	2.1	645	NA	Drop incident. A news story providing evidence for this incident could not be found.
4537	4537004	2.1	640	NA	Start Day changed to -9. End Day changed to -9.
4537	4537004	2.1	645	NA	Start Day changed to -9. End Day changed to -9.
4537	4537006	2.1	640	NA	Start Day changed to 25. End Day changed to 25.
4537	4537006	2.1	645	NA	Start Day changed to 25. End Day changed to 25.
4537	4537008	2.1	640	NA	Fatality changed to 0 None. Start Month changed to 0.
4537	4537012	2.1	640	NA	End Day changed to 21. Fatality changed to 0 None. Start Month changed to 0.
4537	4537012	2.1	645	NA	End Day changed to 21.
4537	4537016	2.1	640	NA	Start Day changed to 28.
4537	4537016	2.1	645	NA	Start Day changed to 28.
4537	4537019	2.1	640	NA	Start Day changed to 1. End Day changed to 1.
4537	4537019	2.1	645	NA	Start Day changed to 1. End Day changed to 1.
4537	4537023	2.1	640	NA	Start Day changed to 16. End Day changed to 16.
4537	4537023	2.1	645	NA	Start Day changed to 16. End Day changed to 16.
4537	4537024	2.1	640	NA	Start Day changed to 25. End Month changed to 9. End Day changed to 25.
4537	4537024	2.1	645	NA	Start Day changed to 25. End Month changed to 9. End Day changed to 25.
4537	4537028	2.1	640	NA	End Day changed to 5.
4537	4537028	2.1	645	NA	End Day changed to 5.
4542	4542001	2.1	666	NA	Start Day changed to 27. End Day changed to 27.
4542	4542001	2.1	220	NA	Start Day changed to 27. End Day changed to 27.
4545	4545021	2.1	666	NA	Fatality changed to 1 1-25 deaths. Start Month changed to 1. Hostility Level changed to 4 Use of force.
4545	4545021	2.1	660	NA	Hostility Level changed to 4 Use of force.
4547	4547001	2.1	630	NA	Start Day changed to 11. End Day changed to 11.
4547	4547001	2.1	645	NA	Start Day changed to 11. End Day changed to 11.
4547	4547004	2.1	630	NA	End Day changed to 14.
4547	4547004	2.1	645	NA	End Day changed to 14.
4549	4549001	2.1	390	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4549	4549001	2.1	20	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4551	4551001	2.1	20	NA	Start Day changed to 13.
4551	4551001	2.1	390	NA	Start Day changed to 13.
4551	4551002	2.1	20	NA	Drop incident. A news story providing evidence for this incident could not be found.
4551	4551002	2.1	390	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552001	2.1	770	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552001	2.1	700	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552002	2.1	700	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552002	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552002	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552004	2.1	770	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552004	2.1	700	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552005	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552005	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552009	2.1	770	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552009	2.1	700	NA	Drop incident. A news story providing evidence for this incident could not be found.
4552	4552010	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552010	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552011	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552011	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552025	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552025	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552027	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552027	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552030	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552030	2.1	700	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552030	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552033	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552033	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552034	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4552	4552034	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4553	4553001	2.1	775	NA	Start Day changed to -9. End Day changed to -9.
4553	4553001	2.1	800	NA	Start Day changed to -9. End Day changed to -9.
4553	4553009	2.1	775	NA	Action changed to 11 Fortify border .
4555	4555001	2.1	750	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4555	4555001	2.1	771	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4555	4555031	2.1	750	NA	Action changed to 16 Attack .
4555	4555032	2.1	750	NA	Start Month changed to 8. End Month changed to 8.
4555	4555032	2.1	771	NA	Start Month changed to 8. End Month changed to 8.
4555	4555033	2.1	750	NA	Fatality changed to 1 1-25 deaths. Start Month changed to 1.
4555	4555035	2.1	750	NA	Start Month changed to 8. Start Day changed to 30. End Month changed to 8. End Day changed to 30.
4555	4555035	2.1	771	NA	Start Month changed to 8. Start Day changed to 30. End Month changed to 8. End Day changed to 30.
4555	4555036	2.1	750	NA	Drop incident. A news story providing evidence for this incident could not be found.
4555	4555036	2.1	771	NA	Drop incident. A news story providing evidence for this incident could not be found.
4555	4555037	2.1	750	NA	Drop incident. A news story providing evidence for this incident could not be found.
4555	4555037	2.1	771	NA	Drop incident. A news story providing evidence for this incident could not be found.
4559	4559002	2.1	800	NA	Drop incident. A news story providing evidence for this incident could not be found.
4559	4559002	2.1	820	NA	Drop incident. A news story providing evidence for this incident could not be found.
4564	4564004	2.1	775	NA	Start Day changed to -9. End Day changed to -9.
4564	4564004	2.1	800	NA	Start Day changed to -9. End Day changed to -9.
4566	4566003	2.1	770	NA	Start Day changed to 16. End Day changed to 18.
4566	4566003	2.1	750	NA	Start Day changed to 16. End Day changed to 18.
4567	4567002	2.1	820	NA	Start Day changed to 2. End Day changed to 2.
4567	4567002	2.1	850	NA	Start Day changed to 2. End Day changed to 2.
4567	4567005	2.1	820	NA	Start Day changed to 27. End Day changed to 27.
4567	4567005	2.1	850	NA	Start Day changed to 27. End Day changed to 27.
4568	4568001	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4568	4568001	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4571	4571001	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4571	4571001	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4571	4571002	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4571	4571002	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4572	4572001	2.1	800	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4572	4572001	2.1	820	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4575	4575001	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575001	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575002	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575002	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575003	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575003	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575004	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575004	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575005	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575005	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575006	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575006	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575007	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575007	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575008	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575008	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575009	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575009	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575010	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575010	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575011	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575011	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575012	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4575	4575012	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4576	4576004	2.1	700	NA	Start Day changed to 2. End Day changed to 2.
4576	4576004	2.1	770	NA	Start Day changed to 2. End Day changed to 2.
4577	4577002	2.1	2	NA	Drop incident. A news story providing evidence for this incident could not be found.
4577	4577002	2.1	770	NA	Drop incident. A news story providing evidence for this incident could not be found.
4578	4578003	2.1	630	NA	Start Day changed to 7. End Day changed to 7.
4578	4578003	2.1	700	NA	Start Day changed to 7. End Day changed to 7.
4581	4581001	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581001	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581002	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581002	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581003	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581003	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581004	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581004	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581005	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581005	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581007	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581007	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581008	2.1	2	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4581	4581008	2.1	770	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4581	4581009	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581009	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581010	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581010	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581011	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581011	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581012	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581012	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581013	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581013	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581015	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581015	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581017	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581017	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581018	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581018	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581019	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581019	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581020	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581020	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581022	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581022	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581023	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581023	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581024	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581024	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581025	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581025	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581026	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581026	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581027	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581027	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581028	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4581	4581028	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4582	4582001	2.1	750	NA	Start Month changed to 1. Start Day changed to 31. End Month changed to 1. End Day changed to 31.
4582	4582001	2.1	771	NA	Start Month changed to 1. Start Day changed to 31. End Month changed to 1. End Day changed to 31.
4584	4584003	2.1	700	NA	Action changed to 12 Border violation . Hostility Level changed to 3 Display of force.
4585	4585007	2.1	770	NA	Start Day changed to 27. End Day changed to 27.
4585	4585007	2.1	750	NA	Start Day changed to 27. End Day changed to 27.
4585	4585009	2.1	770	NA	Start Day changed to 27. End Day changed to 27.
4585	4585009	2.1	750	NA	Start Day changed to 27. End Day changed to 27.
4585	4585014	2.1	770	NA	Action changed to 0 No militarized action . Hostility Level changed to 1 No militarized action.
4585	4585014	2.1	750	NA	Action changed to 11 Fortify border . Hostility Level changed to 3 Display of force.
4585	4585025	2.1	770	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4585	4585025	2.1	750	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4585	4585027	2.1	750	NA	Fatality changed to 1 1-25 deaths. Start Month changed to 2.
4587	4587001	2.1	780	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4587	4587001	2.1	750	NA	Drop incident. A review of news sources suggest this was not a militarized incident.
4587	4587002	2.1	780	NA	Drop incident. A news story providing evidence for this incident could not be found.
4587	4587002	2.1	750	NA	Drop incident. A news story providing evidence for this incident could not be found.
4588	4588010	2.1	811	NA	Drop incident. A news story providing evidence for this incident could not be found.
4588	4588010	2.1	800	NA	Drop incident. A news story providing evidence for this incident could not be found.
4588	4588015	2.1	800	NA	Drop incident. A news story providing evidence for this incident could not be found.
4588	4588015	2.1	811	NA	Drop incident. A news story providing evidence for this incident could not be found.
4591	4591002	2.1	775	NA	Start Day changed to -9. End Day changed to -9.
4591	4591002	2.1	771	NA	Start Day changed to -9. End Day changed to -9.
4591	4591003	2.1	775	NA	Start Day changed to -9. End Day changed to -9.
4591	4591003	2.1	771	NA	Start Day changed to -9. End Day changed to -9.
4593	4593007	2.1	750	NA	Action changed to 12 Border violation .
4596	4596002	2.1	775	NA	Start Day changed to -9. End Day changed to -9.
4596	4596002	2.1	771	NA	Start Day changed to -9. End Day changed to -9.
4598	4598001	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4598	4598001	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4598	4598003	2.1	2	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
4598	4598003	2.1	770	NA	Drop incident. Agreements between the United States and Pakistan imply that this was not a militarized incident according to CoW coding rules.
